Date,Open,High,Low,Close,Adj Close,Volume
2000-11-27,21.624790,22.099924,21.380974,22.006147,-3.623708,14717140
2000-12-04,22.187449,23.819155,21.255938,22.256216,-3.664886,18100582
2000-12-11,22.506287,22.731350,21.412231,22.193701,-3.654593,8557721
2000-12-18,22.174946,23.287756,21.887363,22.162441,-3.649445,5525387
2000-12-25,22.162441,23.281504,22.162441,23.206484,-3.821366,1245635
2001-01-01,23.206484,23.444050,16.098248,16.098248,-2.650866,14968375
2001-01-08,16.867212,17.661184,16.098248,17.286079,-2.846463,10204552
2001-01-15,17.317339,17.348597,16.510862,16.823450,-2.770284,6008589
2001-01-22,16.848457,16.879715,16.185772,16.567127,-2.728076,4139222
2001-01-29,17.442371,18.880274,17.442371,18.730232,-3.084270,13281553
2001-02-05,18.755239,18.886526,18.598946,18.661463,-3.072946,4943103
2001-02-12,18.755239,20.005589,18.617701,19.080330,-3.141919,6117009
2001-02-19,18.817757,19.693001,18.817757,19.067827,-3.139861,2785114
2001-02-26,18.911533,19.317896,16.792191,17.511143,-2.883525,3853709
2001-03-05,17.817476,19.442930,17.504890,19.036568,-3.134714,2475605
2001-03-12,19.055323,19.224119,18.380135,19.224119,-3.165597,2357290
2001-03-19,19.224119,19.224119,16.473352,17.661184,-2.908232,4560374
2001-03-26,17.873743,18.755239,17.661184,18.123814,-2.984413,3056930
2001-04-02,18.130066,19.099085,18.111309,18.761492,-3.089417,2225769
2001-04-09,18.911533,19.693001,18.067547,18.323870,-3.017355,3184614
2001-04-16,18.323870,18.755239,17.504890,18.161324,-2.990589,2799900
2001-04-23,17.817476,19.224119,17.504890,18.761492,-3.089417,3437039
2001-04-30,18.755239,19.155352,17.567408,17.692442,-2.933916,1729477
2001-05-07,17.692442,18.680218,17.692442,18.442652,-3.058323,1155933
2001-05-14,18.567686,18.786497,17.567408,18.005030,-2.985752,3078764
2001-05-21,17.817476,19.474190,17.511143,19.005308,-3.151628,5152073
2001-05-28,19.311646,19.311646,17.911253,18.298862,-3.034479,3418474
2001-06-04,18.298862,18.555183,18.255100,18.442652,-3.058323,3546761
2001-06-11,18.555183,18.555183,17.973770,17.973770,-2.980569,3044494
2001-06-18,18.067547,19.005308,18.067547,18.780247,-3.114307,4018540
2001-06-25,18.755239,19.880554,18.567686,19.755520,-3.276035,2903124
2001-07-02,19.843042,19.911812,19.205364,19.586721,-3.248043,2486116
2001-07-09,19.474190,19.705505,19.261631,19.567966,-3.244933,2048995
2001-07-16,19.567966,19.968079,19.442930,19.818035,-3.286401,2178264
2001-07-23,19.905561,19.905561,18.630203,19.067827,-3.161995,2293359
2001-07-30,19.192862,19.192862,18.630203,18.630203,-3.089425,1999575
2001-08-06,18.742737,18.742737,17.379854,17.973770,-2.980569,4009898
2001-08-13,18.130066,18.130066,17.254820,17.336094,-2.874824,1526326
2001-08-20,17.554905,17.754959,17.223560,17.579910,-2.915256,1732621
2001-08-27,17.617420,17.754959,16.835953,17.298582,-2.868603,1691327
2001-09-03,17.473631,18.130066,16.585882,18.098806,-3.001303,2350224
2001-09-10,18.098806,18.192581,15.941953,16.379576,-2.716205,3338612
2001-09-17,16.248289,18.273855,15.691883,17.817476,-2.954651,4960540
2001-09-24,18.036287,18.067547,16.879715,17.423616,-2.889337,3071623
2001-10-01,17.629925,17.798721,17.161043,17.548653,-2.910072,2032979
2001-10-08,17.554905,18.755239,17.354849,18.198833,-3.017891,2831010
2001-10-15,18.098806,18.098806,17.004749,17.354849,-2.877934,2469555
2001-10-22,17.473631,17.504890,16.992247,17.254820,-2.861346,1663799
2001-10-29,17.692442,18.030037,17.198553,18.005030,-2.985752,1436316
2001-11-05,18.036287,18.717730,17.854988,18.567686,-3.079057,2067260
2001-11-12,18.567686,18.692722,18.005030,18.380135,-3.047956,1365612
2001-11-19,18.380135,18.380135,17.879995,18.261351,-3.028258,1339913
2001-11-26,18.598946,19.067827,17.004749,18.380135,-3.047956,5460360
2001-12-03,18.367632,18.380135,17.192303,17.192303,-2.850980,3263948
2001-12-10,17.504890,17.661184,17.067268,17.511143,-2.903852,2991546
2001-12-17,17.504890,18.223841,17.261072,18.223841,-3.022038,1555888
2001-12-24,18.161324,19.317896,18.161324,19.224119,-3.187912,1079342
2001-12-31,18.755239,18.911533,18.161324,18.317617,-3.037589,1197094
2002-01-07,18.317617,18.755239,17.879995,18.255100,-3.027221,2081772
2002-01-14,18.373882,18.561436,18.098806,18.355127,-3.043809,1494918
2002-01-21,18.473911,18.817757,18.130066,18.698975,-3.100829,2086935
2002-01-28,18.692722,18.886526,18.455154,18.755239,-3.110159,2162889
2002-02-04,18.999058,19.818035,18.573938,19.036568,-3.156812,3201339
2002-02-11,18.917786,20.843323,18.917786,19.786777,-3.281217,3275572
2002-02-18,19.667994,20.093113,18.786497,18.999058,-3.150591,2674632
2002-02-25,19.061575,20.005589,18.911533,19.224119,-3.187912,2847364
2002-03-04,19.693001,19.724260,18.692722,19.286638,-3.198281,3075174
2002-03-11,19.349155,19.818035,18.817757,19.067827,-3.161995,2637235
2002-03-18,19.336653,20.036846,19.230371,20.005589,-3.317503,2551185
2002-03-25,20.005589,20.005589,19.567966,19.655491,-3.259447,2266800
2002-04-01,19.999336,20.486973,19.793030,20.193142,-3.348605,2604596
2002-04-08,20.311924,21.099644,20.099365,21.037127,-3.488562,2193826
2002-04-15,21.068384,21.068384,20.343184,20.662022,-3.426358,2774645
2002-04-22,20.749546,21.224680,20.568247,20.737043,-3.438799,2658035
2002-04-29,20.812063,20.937099,20.180637,20.724539,-3.436725,2048884
2002-05-06,20.755798,21.405979,20.637014,21.255938,-3.524848,2640943
2002-05-13,21.255938,21.568525,20.455713,20.649517,-3.424285,2630097
2002-05-20,20.749546,20.749546,19.192862,19.442930,-3.224198,3387299
2002-05-27,19.505449,20.361938,19.130344,20.286917,-3.364156,3031054
2002-06-03,20.574497,20.755798,19.911812,20.130623,-3.338238,2593018
2002-06-10,20.455713,20.693281,19.380413,19.492945,-3.232492,2443632
2002-06-17,19.536709,20.130623,18.824009,19.211617,-3.185840,2668351
2002-06-24,19.099085,19.255379,16.942232,18.173826,-3.013744,5540891
2002-07-01,18.380135,18.967798,18.092554,18.899029,-3.134003,4293007
2002-07-08,18.917786,19.255379,18.292610,18.411392,-3.053139,4071744
2002-07-15,18.317617,18.517673,16.254541,16.254541,-2.695472,3945153
2002-07-22,16.804693,17.067268,14.697856,16.510862,-2.737977,5535060
2002-07-29,17.129786,18.005030,16.773436,16.885967,-2.800180,2620781
2002-08-05,17.061016,17.317339,16.254541,16.567127,-2.747307,3351921
2002-08-12,16.629644,17.254820,16.098248,17.142288,-2.842685,2387681
2002-08-19,17.192303,17.973770,17.104778,17.729954,-2.940137,1991381
2002-08-26,17.711199,17.973770,16.817198,17.011002,-2.820914,2115851
2002-09-02,17.011002,17.054764,15.754401,16.504610,-2.736940,3807206
2002-09-09,16.323311,17.192303,16.254541,16.817198,-2.788777,3360658
2002-09-16,16.942232,16.942232,15.285520,15.566848,-2.581432,4401104
2002-09-23,15.566848,15.598107,13.472513,14.535310,-2.410373,7376047
2002-09-30,14.379017,15.910695,14.072681,15.004191,-2.488127,3817203
2002-10-07,14.722863,15.185492,12.991129,14.066429,-2.332619,3029610
2002-10-14,13.785101,15.079212,13.785101,14.691604,-2.436291,4133828
2002-10-21,14.660345,15.504331,14.535310,15.223002,-2.524413,4497484
2002-10-28,15.004191,15.216751,13.628807,13.878877,-2.301518,3458714
2002-11-04,14.003912,14.379017,12.909856,13.441255,-2.228947,5595596
2002-11-11,13.378737,14.329003,13.316220,13.622555,-2.259012,2904058
2002-11-18,13.753842,14.754121,13.560038,14.066429,-2.332619,4005977
2002-11-25,14.072681,14.235226,13.097409,13.128667,-2.177112,4837220
2002-12-02,13.347478,13.966401,12.084626,12.459730,-2.066182,9320912
2002-12-09,12.566010,12.878597,11.940835,12.578514,-2.085880,4870740
2002-12-16,12.503493,13.535031,12.222164,13.453758,-2.231020,5115230
2002-12-23,13.528779,13.910136,13.378737,13.378737,-2.218580,1815978
2002-12-30,13.503772,14.191464,13.441255,13.897632,-2.304628,1558603
2003-01-06,14.035171,14.191464,13.159926,13.334975,-2.211323,2037382
2003-01-13,13.628807,13.660066,12.503493,12.591017,-2.087954,2488029
2003-01-20,12.566010,12.803576,12.315940,12.315940,-2.042338,2849396
2003-01-27,12.322192,12.378458,11.190626,11.609493,-1.925189,3310289
2003-02-03,11.878318,11.940835,10.621717,10.627969,-1.762424,4146557
2003-02-10,10.627969,10.690486,9.565172,10.171591,-1.686743,4403373
2003-02-17,10.527941,10.765507,10.146584,10.190346,-1.689852,3449174
2003-02-24,10.127829,10.384151,9.440137,9.959032,-1.651495,2586658
2003-03-03,9.971535,10.465423,9.696458,9.727717,-1.613136,4159341
2003-03-10,9.909018,10.471675,9.377619,10.384151,-1.721992,3850125
2003-03-17,10.371647,11.553227,10.159088,11.459451,-1.900307,4274726
2003-03-24,11.440696,11.984598,11.065591,11.728276,-1.944886,5020476
2003-03-31,11.690766,12.490989,11.440696,12.472234,-2.068255,4366734
2003-04-07,12.578514,13.122416,12.566010,12.978625,-2.152230,2788222
2003-04-14,13.097409,13.253702,12.709800,12.916108,-2.141862,2554903
2003-04-21,12.916108,13.128667,12.734807,12.791073,-2.121128,1549709
2003-04-28,12.753563,13.253702,11.915828,12.490989,-2.071366,3195574
2003-05-05,12.734807,13.097409,12.003353,12.515996,-2.109203,4087612
2003-05-12,12.628528,12.628528,11.596989,11.765787,-1.982777,4096731
2003-05-19,11.834556,12.328444,11.315661,11.596989,-1.954331,3301844
2003-05-26,11.790794,11.790794,11.128108,11.203129,-1.887958,2959731
2003-06-02,11.371927,12.172150,11.303157,11.878318,-2.001741,3727768
2003-06-09,11.640752,12.128388,11.584486,11.659507,-1.964867,2805918
2003-06-16,11.715773,12.472234,11.565731,12.428472,-2.094453,3435658
2003-06-23,12.190905,12.190905,11.103101,12.065870,-2.033347,10283351
2003-06-30,12.103381,12.240919,11.565731,11.690766,-1.970135,3535066
2003-07-07,11.934584,12.059619,11.565731,12.034612,-2.028080,2640156
2003-07-14,12.097129,12.397213,11.853311,12.359702,-2.082864,2468328
2003-07-21,12.378458,12.616024,12.259675,12.503493,-2.107096,2800907
2003-07-28,12.603521,12.659786,12.128388,12.253423,-2.064954,1808757
2003-08-04,12.315940,12.816080,11.984598,12.628528,-2.128167,3843053
2003-08-11,12.753563,13.134919,12.597269,13.091157,-2.206129,3035479
2003-08-18,13.097409,14.022667,13.084905,13.597548,-2.291467,4068047
2003-08-25,13.747590,14.504052,13.316220,14.053926,-2.368375,3510397
2003-09-01,14.097688,14.497800,13.384989,13.572541,-2.287253,3327444
2003-09-08,13.710080,13.878877,12.878597,12.984877,-2.188219,6427667
2003-09-15,12.972374,13.753842,12.828583,13.716332,-2.311484,8515733
2003-09-22,13.691325,13.716332,13.159926,13.441255,-2.265128,2752201
2003-09-29,13.378737,13.585045,13.034891,13.034891,-2.196648,2960921
2003-10-06,13.203688,13.334975,12.791073,12.884849,-2.171362,2753341
2003-10-13,12.822332,13.316220,12.822332,13.072402,-2.202969,2669063
2003-10-20,13.078653,13.284961,12.791073,12.909856,-2.175576,1747605
2003-10-27,13.034891,13.141171,12.584765,12.591017,-2.121846,3072423
2003-11-03,12.628528,13.128667,12.591017,13.097409,-2.207183,4865425
2003-11-10,13.053646,13.184933,12.828583,13.059898,-2.200862,3199364
2003-11-17,13.053646,13.566290,12.872346,13.034891,-2.196648,4461810
2003-11-24,13.003632,13.222444,12.866094,12.878597,-2.170308,3015139
2003-12-01,13.034891,13.066150,12.797325,13.034891,-2.196648,3242040
2003-12-08,12.941115,12.972374,12.159647,12.397213,-2.089185,4780420
2003-12-15,12.409716,12.659786,12.378458,12.490989,-2.104989,3160881
2003-12-22,12.509744,12.972374,12.478486,12.972374,-2.186112,1081636
2003-12-29,12.853590,13.441255,12.853590,13.347478,-2.249325,1354473
2004-01-05,13.347478,13.435003,12.753563,12.909856,-2.175576,3280649
2004-01-12,12.966122,13.266206,12.678542,13.172430,-2.219825,3294224
2004-01-19,13.278709,13.591297,13.178681,13.553786,-2.284092,2327617
2004-01-26,13.566290,13.597548,13.341227,13.485017,-2.272503,2206064
2004-02-02,13.672569,14.441534,13.535031,14.253982,-2.402090,4763917
2004-02-09,14.253982,14.735366,14.128947,14.604080,-2.461087,2604859
