Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,43.049999,43.500000,38.500000,39.849998,22.475313,1369611
2000-01-10,41.500000,43.200001,39.500000,40.000000,22.559914,1168481
2000-01-17,40.500000,40.700001,36.799999,38.000000,21.431923,1920986
2000-01-24,38.500000,38.500000,34.709999,37.000000,20.867920,1469275
2000-01-31,36.900002,38.450001,33.900002,38.450001,21.685717,1900367
2000-02-07,39.009998,39.650002,34.360001,35.619999,20.089602,1958976
2000-02-14,36.480000,38.990002,35.500000,35.500000,20.021923,1771908
2000-02-21,35.950001,36.450001,33.500000,35.900002,20.247524,953607
2000-02-28,35.750000,36.299999,34.029999,34.630001,19.531248,846737
2000-03-06,34.799999,34.990002,33.000000,33.439999,18.860086,969738
2000-03-13,32.000000,39.599998,32.000000,38.000000,21.431923,1798640
2000-03-20,38.000000,39.000000,37.049999,38.490002,21.708271,1367751
2000-03-27,38.900002,38.900002,36.509998,38.000000,21.431923,976385
2000-04-03,37.900002,39.500000,37.500000,38.500000,21.713917,837310
2000-04-10,38.099998,40.500000,37.700001,38.009998,21.437559,790266
2000-04-17,37.500000,38.500000,36.500000,38.500000,21.713917,521239
2000-04-24,38.500000,38.700001,37.000000,37.000000,20.867920,283379
2000-05-01,37.000000,38.730000,37.000000,37.500000,21.149921,338159
2000-05-08,37.889999,38.900002,37.220001,37.959999,21.409357,360421
2000-05-15,37.650002,39.400002,37.419998,37.849998,21.347317,1169692
2000-05-22,37.720001,38.759998,37.180000,37.950001,21.403719,470569
2000-05-29,38.400002,41.250000,38.299999,40.750000,22.982912,651170
2000-06-05,41.000000,41.400002,36.349998,36.500000,20.585917,944379
2000-06-12,37.259998,38.689999,36.160000,37.820000,21.330399,817406
2000-06-19,37.950001,37.950001,36.310001,37.020000,21.170809,628393
2000-06-26,37.330002,38.599998,37.020000,38.480000,22.005749,716006
2000-07-03,38.500000,39.849998,38.459999,39.689999,22.697710,724120
